run,mutation,crossover,selection,elitism,generation,fitness
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,19,36000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,20,36000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,21,32900
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,22,35700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,23,38000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,24,37700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,25,39200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,26,40800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,27,40800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,28,40800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,29,39800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,30,39800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,31,39800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,32,38800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,33,40500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,34,40600
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,35,44000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,36,41500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,37,40100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,38,37700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,39,39800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,40,39200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,41,39700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,42,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,43,39800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,44,39300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,45,43500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,46,43500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,47,44300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,48,42700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,49,41100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,50,40400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,51,40200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,52,41300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,53,38500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,54,38700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,55,39200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,56,39200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,57,37500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,58,38400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,59,44500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,60,45600
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,61,44500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,62,40100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,63,40900
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,64,40500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,65,39400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,66,38800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,67,39100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,68,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,69,40300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,70,40200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,71,42800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,72,38400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,73,39500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,74,42400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,75,40300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,76,41300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,77,39900
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,78,39200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,79,41300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,80,39400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,81,40200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,82,39400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,83,39400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,84,39100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,85,41800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,86,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,87,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,88,42200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,89,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,90,40600
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,91,42000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,92,42000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,93,39500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,94,40000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,95,42700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,96,44300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,97,44300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,98,44300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,99,38900
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,100,41800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,1,30100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,2,30800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,3,30000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,4,31800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,5,31800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,6,33300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,7,32000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,8,30700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,9,33200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,10,30800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,11,34200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,12,37200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,13,30400
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,14,36000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,15,32800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,16,35500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,17,35500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,18,35500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,19,34600
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,20,34800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,21,33700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,22,36500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,23,35800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,24,31700
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,25,32300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,26,35300
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,27,34900
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,28,32100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,29,32000
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,30,36100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,31,36100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,32,36100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,33,37200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,34,37100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,35,34500
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,36,35100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,37,33800
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,38,34200
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,39,35100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,40,35100
4,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,41,35900
