mutation,crossover,selection,elitism,generation,median_fitness
heuristic_mutation,cycle_crossover,ranking_selection,0,20,44250.0
heuristic_mutation,cycle_crossover,ranking_selection,0,21,45050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,22,45750.0
heuristic_mutation,cycle_crossover,ranking_selection,0,23,46700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,24,47000.0
heuristic_mutation,cycle_crossover,ranking_selection,0,25,48400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,26,49600.0
heuristic_mutation,cycle_crossover,ranking_selection,0,27,50650.0
heuristic_mutation,cycle_crossover,ranking_selection,0,28,51250.0
heuristic_mutation,cycle_crossover,ranking_selection,0,29,51350.0
heuristic_mutation,cycle_crossover,ranking_selection,0,30,52100.0
heuristic_mutation,cycle_crossover,ranking_selection,0,31,52900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,32,53350.0
heuristic_mutation,cycle_crossover,ranking_selection,0,33,54450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,34,54950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,35,55400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,36,56700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,37,56950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,38,57400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,39,57850.0
heuristic_mutation,cycle_crossover,ranking_selection,0,40,58900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,41,59600.0
heuristic_mutation,cycle_crossover,ranking_selection,0,42,60050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,43,60350.0
heuristic_mutation,cycle_crossover,ranking_selection,0,44,61000.0
heuristic_mutation,cycle_crossover,ranking_selection,0,45,61400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,46,61200.0
heuristic_mutation,cycle_crossover,ranking_selection,0,47,62250.0
heuristic_mutation,cycle_crossover,ranking_selection,0,48,62650.0
heuristic_mutation,cycle_crossover,ranking_selection,0,49,63250.0
heuristic_mutation,cycle_crossover,ranking_selection,0,50,63900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,51,64350.0
heuristic_mutation,cycle_crossover,ranking_selection,0,52,64800.0
heuristic_mutation,cycle_crossover,ranking_selection,0,53,64950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,54,65450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,55,66100.0
