mutation,crossover,selection,elitism,generation,avg_fitness
swap_mutation,cycle_crossover,tournament_selection,1,58,56670.0
swap_mutation,cycle_crossover,tournament_selection,1,59,56836.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,60,56946.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,61,57153.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,62,57283.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,63,57600.0
swap_mutation,cycle_crossover,tournament_selection,1,64,57896.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,65,57946.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,66,58343.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,67,58426.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,68,58636.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,69,58753.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,70,58996.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,71,59063.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,72,59213.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,73,59323.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,74,59563.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,75,59760.0
swap_mutation,cycle_crossover,tournament_selection,1,76,60023.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,77,60330.0
swap_mutation,cycle_crossover,tournament_selection,1,78,60503.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,79,60793.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,80,60880.0
swap_mutation,cycle_crossover,tournament_selection,1,81,60990.0
swap_mutation,cycle_crossover,tournament_selection,1,82,61243.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,83,61433.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,84,61620.0
swap_mutation,cycle_crossover,tournament_selection,1,85,61866.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,86,62013.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,87,62230.0
swap_mutation,cycle_crossover,tournament_selection,1,88,62320.0
swap_mutation,cycle_crossover,tournament_selection,1,89,62333.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,90,62790.0
swap_mutation,cycle_crossover,tournament_selection,1,91,62806.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,92,62896.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,93,63000.0
swap_mutation,cycle_crossover,tournament_selection,1,94,63286.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,95,63350.0
swap_mutation,cycle_crossover,tournament_selection,1,96,63556.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,97,63713.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,98,63886.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,99,63976.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,100,64223.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,1,24936.666666666668
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,2,27596.666666666668
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,3,29066.666666666668
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,4,30210.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,5,31153.333333333332
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,6,32463.333333333332
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,7,33170.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,8,34020.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,9,34636.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,10,35560.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,11,36436.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,12,36993.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,13,37553.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,14,37903.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,15,38506.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,16,38890.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,17,39360.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,18,39646.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,19,40163.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,20,40443.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,21,40816.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,22,41626.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,23,41866.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,24,42636.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,25,42840.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,26,43376.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,27,43806.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,28,43920.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,29,44176.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,30,44350.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,31,44603.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,32,44806.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,33,45163.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,34,45353.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,35,45510.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,36,45916.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,37,46266.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,38,46620.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,39,46723.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,40,46913.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,41,47090.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,42,47330.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,43,47713.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,44,47846.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,45,48216.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,46,48323.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,47,48440.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,48,48770.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,49,49050.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,50,49340.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,51,49383.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,52,49456.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,53,49813.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,54,49970.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,55,50176.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,56,50196.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,57,50366.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,58,50626.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,59,50926.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,60,51210.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,61,51400.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,62,51686.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,63,51863.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,64,51940.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,65,52013.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,66,52046.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,67,52316.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,68,52493.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,69,52623.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,70,52916.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,71,53176.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,72,53270.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,73,53406.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,74,53513.333333333336
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,75,53596.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,76,53690.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,77,53910.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,78,54000.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,79,54240.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,80,54370.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,81,54490.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,82,54530.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,83,54786.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,84,54880.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,85,55016.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,86,55160.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,87,55260.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,88,55330.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,89,55416.666666666664
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,90,55660.0
swap_mutation,one_point_crossover,fitness_proportionate_selection,1,91,55910.0
